"snapshot-date","sku","fnsku","asin","product-name","condition","available","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-365-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-365-plus-days","estimated-ais-365-plus-days","historical-days-of-supply","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Transfer","Reserved FC Processing","Reserved Customer Order","Total Days of Supply (including units from open shipments)","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-04-30","307281-2K","X0028TRIQB","B07H8G6PKX","VIVOSUN 2-Pack Clamp Lamp Light with Detachable 8.5 Inch Aluminum Reflector up to 150 Watt E26 Socket (No Bulb Included), 6 Feet Cord, UL Listed, Type A Bulb Only","New","137","0","229","0","0","0","0","CAD","43","156","261","341","","34.99","0.0","31.49","0.0","NoRestockExcessActionRequired","281","0.0","0","0","0.0","1.79","0.307667","cubic feet","Standard","42.150379","CA","gl_home","3261","115","0","7","10","31.49","1368.07","5250.19","8733.39","11467.84","122","107","0","0","0","74.88","144","72","72","0","80","3","","","","","","","","","","","","","","","49.3","186","2026-08-17","2026-04-27","No","No","47.2","49.3","2026-04-27","353","72","5","3","147","N","","",""
"2026-04-30","VSAW400SE-E25K","X004ASXMOF","B0D8318TRS","VIVOSUN AeroLight Wing AW400SE with E25 Controller","New","29","0","0","0","25","4","0","CAD","2","3","8","8","","589.99","0.0","589.99","0.0","Create Outlet deal","0","471.99","2","0","14438.81","0.24","1.626953","cubic feet","Oversize","47.181637","CA","gl_home","17884","366","29","38","47","589.99","1179.98","1769.97","4660.92","4660.92","0","0","0","29","0","138.67","0","0","0","0","0","0","0","0.0","0","0.0","25","82.92","4","28.75","0","0.0","0","0.0","0","0.0","385.3","0","","2026-04-27","Yes","No","312.3","385.3","2026-04-27","29","0","0","0","366","N","","",""
"2026-04-30","304866x4-K","X004AUWESN","B0D2MMVCL4","VIVOSUN 4-Pack Self Adhesive Zipper Door for Debris Barriers, 3In. x 7Ft. Peel & Stick, Heavy-Duty & Double-Sided Zipper for Tarp, Greenhouse, Indoor Outdoor Tent, Black","New","24","0","28","0","0","0","0","CAD","7","32","58","79","","45.99","0.0","45.99","41.07","NoRestockExcessActionRequired","44","0.0","0","0","0.0","2.23","0.117249","cubic feet","Standard","2.813976","CA","gl_home","19655","63","0","8","10","43.69","305.83","1411.88","2545.07","3458.86","20","8","0","0","0","4.35","40","20","20","0","1","1","","","","","","","","","","","","","","","36.7","42","2026-06-17","2026-04-27","Yes","No","23.1","36.7","2026-04-27","64","0","0","1","97","N","","",""
"2026-04-30","VSV-AZT6E42APRK","X004R4A853","B0BMTK8J3P","VIVOSUN T6 6"" Inline Duct Fan & Temperature Humidity Controller, E42A+ WiFi-App Control AeroZesh Grow Tent Fan& Smart Thermostat, 408 CFM EC Motor Exhaust Fan for Heating Cooling, Greenhouse Accessory","New","69","0","24","45","0","0","0","CAD","0","7","15","27","","219.99","0.0","219.99","0.0","NoExcessInventory","69","0.0","0","0","66.4","0.42","0.7878","cubic feet","Oversize","54.3582","CA","gl_kitchen","34022","334","0","39","33","219.99","0.0","1293.53","2930.25","5138.93","24","0","0","0","0","37.47","0","0","0","0","0","0","","","","","","","","","","","","","","","210.9","0","","2026-04-27","Yes","No","210.9","200.7","2026-04-27","69","0","0","0","334","N","","",""
"2026-04-30","332581K","X002K1PH8X","B07ZR9VNCP","VIVOSUN 1982 GPH and Submersible Water Pump, 110W Pond Pump, Ultra Quiet Aquarium Pump with 14.8FT Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","New","21","0","8","0","2","32","0","CAD","5","25","27","30","","99.99","0.0","99.99","0.0","NoRestockExcessActionRequired","30","72.19","8","0","158.87","0.55","0.500835","cubic feet","Standard","10.517535","CA","gl_home_improvement","3934","59","0","12","32","99.99","303.95","1593.15","1783.13","2011.1","8","0","0","3","31","276.26","54","26","20","8","20","1","0","0.0","0","0.0","0","0.0","2","4.42","1","2.44","4","10.72","27","126.36","175.5","47","2026-06-14","2026-04-27","No","No","66.1","175.5","2026-04-27","95","20","0","0","90","N","","",""
"2026-04-30","HR-0001K","X003Y630OB","B0BWDPZTF1","VIVOSUN Outdoor Handrail, 3 Step Stair Handrail, 40"" x 36"" Fits 1 to 3 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-step Assembly, Black","New","86","0","49","56","0","0","0","CAD","0","2","5","8","","99.99","0.0","81.21","0.0","Create Outlet deal","29","79.99","2","0","8858.79","0.09","0.92209","cubic feet","Oversize","79.29974","CA","gl_home_improvement","25142","366","77","174","141","81.21","0.0","162.42","406.05","696.02","19","30","0","0","0","69.28","1","0","0","1","23","0","","","","","","","","","","","","","","","1387.5","0","","2026-04-27","Yes","No","1387.5","935.8","2026-04-27","106","19","4","0","366","N","","",""
"2026-04-30","VSA-GGDJK","X004L4YUI5","B0DY729GLT","VIVOSUN Growing Room Glasses Gray Full Spectrum 1pcs Glasses Case + Glasses Cloth","New","5","0","1","1","3","0","0","CAD","0","3","7","10","","28.99","0.0","28.99","0.0","GoToRestock","5","0.0","0","0","0.0","1.05","0.044053","cubic feet","Standard","0.220265","CA","gl_sports","149955","38","0","6","6","28.99","0.0","86.97","202.93","289.9","0","1","0","3","0","0.3","0","0","0","0","0","0","","","","","","","","","","","","","","","85.6","8","2026-05-23","2026-04-27","Yes","No","65.0","85.6","2026-04-27","5","0","0","0","38","N","","",""
"2026-04-30","311011-10K","X0029YLQAJ","B07SJRBYGR","VIVOSUN 5 Pack 10 Gallon Square Grow Bags, Thick Fabric Bags with Handles","New","38","0","44","0","0","0","0","CAD","6","40","63","72","","29.99","0.0","29.99","0.0","NoExcessInventory","51","0.0","0","0","0.0","1.52","0.203469","cubic feet","Standard","7.731822","CA","gl_home","4719","48","0","5","9","29.99","179.94","1189.61","1857.39","2127.3","27","17","0","0","0","8.26","12","12","0","0","5","0","","","","","","","","","","","","","","","59.9","45","2026-06-02","2026-04-27","Yes","No","30.6","59.9","2026-04-27","51","1","0","4","62","N","","",""
"2026-04-30","VST-SP2-GL-CA","X004XK6NJV","B0G4MB8J36","VIVOSUN Grow Tent High CFM Kit, Heavy-Duty Mounting Bars, High Airflow Support Pole Kit 39""-60"" Adjustable, Suitable for 3.3’×3.3’, 4’×2’, 4’×4’, and 5’×5’ Tents, 4-Pack","New","6","0","3","0","0","0","0","CAD","1","1","1","1","","55.99","0.0","0.0","0.0","Edit listing","","","0","0","","3.0","0.324074","cubic feet","Oversize","1.944444","CA","gl_home","44572","99","0","344","1118","55.99","46.99","46.99","46.99","46.99","3","0","0","0","0","","80","80","0","0","5","0","","","","","","","","","","","","","","","","3","2026-07-23","","","","","","2026-04-27","88","2","1","2","366","N","","",""
"2026-04-30","311001-1x5K","X001BBLIKT","B00UBLDSAW","VIVOSUN 5-Pack 1 Gallon Heavy Duty Thickened Nonwoven Fabric Pots Grow Bags with Handles","New","72","0","128","0","0","0","0","CAD","16","68","110","147","","16.99","0.0","16.99","0.0","NoRestockExcessActionRequired","342","0.0","0","0","0.0","1.67","0.051489","cubic feet","Standard","3.707208","CA","gl_home","15","366","0","16","25","16.99","267.88","1151.26","1864.77","2492.41","109","19","0","0","0","16.83","216","0","54","162","108","2","","","","","","","","","","","","","","","52.0","0","","2026-04-27","No","No","27.7","52.0","2026-04-27","396","108","0","0","366","N","","",""
"2026-04-30","TN-24K","X003SYKRVN","B0BY2CLYQQ","VIVOSUN 2ft. x 4ft. Elastic Trellis Netting with 4 Hooks for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","New","153","0","160","2","22","0","0","CAD","12","34","55","73","","16.99","0.0","15.14","0.0","NoExcessInventory","180","0.0","0","0","0.0","0.68","0.024816","cubic feet","Standard","3.796848","CA","gl_lawn_and_garden","3472","95","0","32","48","15.14","181.68","546.21","903.0","1208.82","160","0","0","22","0","5.9","120","120","0","0","27","1","1","0.02","22","0.74","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","94.4","63","2026-07-28","2026-04-27","No","No","48.7","94.4","2026-04-27","300","27","0","0","271","N","","",""
"2026-04-30","330702-02K","X001B8V3SJ","B00P7RUJ16","VIVOSUN Heavy-Duty Polyester Plant Trellis Netting 5 x 30ft 1 Pack","New","286","0","1","1","203","3","94","CAD","17","46","50","56","","15.99","0.0","13.19","0.0","NoExcessInventory","290","0.0","0","0","8.95","0.15","0.021854","cubic feet","Standard","6.250244","CA","gl_lawn_and_garden","359","322","0","24","66","13.19","224.23","654.34","711.1","807.04","1","0","0","204","2","28.61","0","0","0","0","8","1","1","0.01","200","5.94","1","0.04","2","0.19","0","0.0","3","0.35","94","19.19","691.5","0","","2026-04-27","No","No","286.2","691.5","2026-04-27","290","4","3","1","330","N","","",""
"2026-04-30","306146-0820K","X002SUIEEZ","B08M42FD1V","VIVOSUN 8 Inch Air Carbon Filter Smelliness Control with Australia Virgin Charcoal for Inline Fan, Grow Tent Smelliness Scrubber, Pre-Filter Included, Reversible Flange 8"" x 20"", Black","New","10","0","9","0","0","0","0","CAD","1","9","13","28","","139.99","0.0","139.99","0.0","NoRestockExcessActionRequired","0","0.0","0","0","4892.03","6.22","1.760272","cubic feet","Oversize","17.60272","CA","gl_home_improvement","","76","0","21","22","139.99","139.99","1258.92","1818.88","3918.73","9","0","0","0","0","14.07","38","26","0","12","2","0","","","","","","","","","","","","","","","16.9","15","2026-07-01","2026-04-27","Yes","No","16.9","7.8","2026-04-27","49","1","1","0","180","N","","",""
"2026-04-30","VSL-LRSF50-8K","X004HJ0Z2T","B0DPFYQGVD","VIVOSUN Lumaray LED Grow Light Bars 16”(8-Bar), Full Spectrum Side Lighting with 60% Red Light up to 25% Yields for Grow Tents, Greenhouses, Magnet Reliability Upgraded, SGS Compatible","New","9","0","9","0","0","0","0","CAD","0","3","3","3","","199.99","0.0","199.99","0.0","Create Outlet deal","0","159.99","2","0","1834.68","1.33","0.488607","cubic feet","Oversize","4.397463","CA","gl_home","12554","173","0","18","60","199.99","0.0","599.97","599.97","599.97","9","0","0","0","0","3.2","5","5","0","0","0","0","","","","","","","","","","","","","","","29.7","3","2026-10-05","2026-04-27","Yes","No","29.7","29.7","2026-04-27","14","0","0","0","250","N","","",""
"2026-04-30","311001-50K","X0029QTUX7","B07SVYP3V5","VIVOSUN 1 Pack 50 Gallon Grow Bag, Fabric Pot with Handles for Growing Vegtables and Plants","New","49","0","59","0","0","0","0","CAD","34","99","150","167","","22.99","0.0","22.99","0.0","NoExcessInventory","99","0.0","0","0","0.0","2.82","0.244879","cubic feet","Standard","11.999071","CA","gl_lawn_and_garden","3661","23","0","5","9","22.99","781.66","2258.92","3383.11","3773.94","55","4","0","0","0","18.98","75","25","25","25","3","3","","","","","","","","","","","","","","","36.3","140","2026-05-09","2026-04-27","No","No","21.9","36.3","2026-04-27","124","0","1","2","31","N","","",""
"2026-04-30","VSA-GGD2JK","X004L5TDO5","B0DY71KW95","VIVOSUN Growing Room Glasses Gray Full Spectrum 2pcs Glasses Case + Glasses Cloth","New","6","0","1","0","5","0","0","CAD","2","8","11","13","","46.99","0.0","46.99","0.0","Create Outlet deal","0","37.59","2","0","239.97","0.9","0.07495","cubic feet","Standard","0.4497","CA","gl_sports","149955","35","0","3","6","46.99","93.98","375.92","516.89","593.87","1","0","0","5","0","1.23","0","0","0","0","0","1","","","","","","","","","","","","","","","110.2","9","2026-05-21","2026-04-27","Yes","No","54.7","110.2","2026-04-27","6","0","0","0","35","N","","",""
"2026-04-30","AP-40kitK","X00497N1ED","B0D59VNTDN","VIVOSUN Air Pump Kit, with 40 W 1110 GPH Commercial Air Pump, 8-Way Splitter, 2 Pcs Air Stones, 25 ft Air Tubing, 2 Pcs Check Valves, for Aquarium, Fish Tank & Hydroponics","New","8","0","12","0","0","0","0","CAD","6","12","47","78","","79.99","0.0","71.99","0.0","NoRestockExcessActionRequired","98","0.0","0","0","0.0","1.72","0.252584","cubic feet","Standard","2.020672","CA","gl_pet_products","2586","115","0","28","14","71.99","431.94","911.88","3623.53","6007.22","12","0","0","0","0","24.38","78","6","72","0","21","4","","","","","","","","","","","","","","","34.9","54","2026-08-08","2026-04-27","Yes","No","9.0","34.9","2026-04-27","104","18","3","0","127","N","","",""
"2026-04-30","SPray-100LK","X004AUZNP9","B0CRRFQFB5","VIVOSUN 2.64-Gallon Pump Pressure Sprayer, Pressurized Lawn & Garden Water Spray Bottle with Adjustable Shoulder Strap, for Plants Spraying, Garden Watering and Household Cleaning","New","45","0","39","6","0","0","0","CAD","13","40","53","58","","74.99","0.0","59.99","0.0","NoRestockExcessActionRequired","45","0.0","0","0","0.0","0.96","0.752626","cubic feet","Oversize","33.86817","CA","gl_lawn_and_garden","1538","37","0","6","14","74.99","779.87","2527.1","3494.47","3869.42","25","0","14","0","0","22.12","19","19","0","0","0","0","","","","","","","","","","","","","","","112.3","63","2026-05-21","2026-04-27","Yes","No","59.2","112.3","2026-04-27","64","0","0","0","54","N","","",""
"2026-04-30","306201P-8K","X001JINFFZ","B01DXYMM2I","VIVOSUN T8 8 Inch 720 CFM Inline Duct Ventilation Fan with Variable Speed Controller for Grow Tent","New","98","0","103","0","0","0","0","CAD","9","47","91","119","","129.99","0.0","129.99","0.0","NoRestockExcessActionRequired","98","0.0","0","0","0.0","1.04","0.91813","cubic feet","Oversize","89.97674","CA","gl_kitchen","19284","85","0","14","18","129.99","1169.91","6093.53","11972.09","15886.81","1","102","0","0","0","51.6","75","73","0","2","4","2","","","","","","","","","","","","","","","86.3","68","2026-07-10","2026-04-27","Yes","No","79.5","86.3","2026-04-27","173","0","2","2","163","N","","",""
"2026-04-30","VSK-GIYS276-CA","X004T1KAPH","B0BY7SRP8R","VIVOSUN Smart Grow Tent Kit 2.7 × 2.7ft WiFi-Integrated Automatic Complete Grow System with Full Spectrum LED Grow Light, Efficient Ventilation System with GrowHub E42A+ Controller","New","8","0","11","0","0","0","0","CAD","1","6","12","17","","509.99","0.0","458.99","0.0","NoRestockExcessActionRequired","11","0.0","0","0","0.0","1.74","4.912882","cubic feet","Oversize","39.303056","CA","gl_home","34990","53","0","8","9","458.99","509.99","2855.94","5635.38","7930.33","10","0","1","0","0","32.58","4","4","0","0","3","0","","","","","","","","","","","","","","","51.6","11","2026-06-07","2026-04-27","Yes","No","40.7","51.6","2026-04-27","15","3","0","0","77","N","","",""
"2026-04-30","304113-42Tentkit-2-CA","X003262TBD","B093BL79VG","VIVOSUN GIY 4x2 Grow Tent Kit, Complete Grow Greenhouse System with 200W VS2000 LED Plant Grow Light, Fan, Temperature Humidity Monitor, Netting, Grow Bags, Pruning Shear & Timer","New","4","0","0","0","4","0","0","CAD","0","0","0","0","Low conversion","629.99","0.0","497.69","0.0","Lower price","0","0.0","0","0","7795.78","0.14","6.216146","cubic feet","Oversize","24.864584","CA","gl_lawn_and_garden","25120","90","4","","","497.69","0.0","0.0","0.0","0.0","0","0","0","4","0","51.75","0","0","0","0","0","0","0","0.0","4","33.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","","2","2026-07-14","","","","","","2026-04-27","4","0","0","0","90","N","","",""
"2026-04-30","L000001-10K","X002AVHCI1","B01N5MHXQD","VIVOSUN 6 Mil Mylar Film Roll 4 FT X 10 FT Diamond Film Foil Roll Highly Reflective Grow Room (10 FT)","New","38","0","31","0","0","0","0","CAD","3","16","28","31","","36.99","0.0","36.99","0.0","NoRestockExcessActionRequired","38","0.0","0","0","0.0","2.56","0.109475","cubic feet","Oversize","4.16005","CA","gl_home","16644","71","0","21","35","35.14","105.42","562.24","1001.92","1109.19","31","0","0","0","0","2.45","47","47","0","0","2","0","","","","","","","","","","","","","","","43.2","27","2026-06-26","2026-04-27","Yes","No","43.2","34.6","2026-04-27","85","0","0","2","182","N","","",""
"2026-04-30","332021K","X002HCQXQ5","B07VK287M6","VIVOSUN 30X 60X Illuminated Jewelers Loupe Foldable Magnifier with LED Light for Jewelry Gems Watches Coins Stamps Antiques White","New","91","0","98","0","0","0","0","CAD","18","74","98","98","","14.99","0.0","14.99","0.0","NoExcessInventory","214","0.0","0","0","0.0","1.42","0.008908","cubic feet","Standard","0.810628","CA","gl_home","3857","188","0","9","22","14.99","250.47","995.99","1327.23","1327.23","3","95","0","0","0","1.85","80","80","0","0","124","0","","","","","","","","","","","","","","","101.2","24","2026-10-21","2026-04-27","No","No","63.2","101.2","2026-04-27","294","123","1","0","305","N","","",""
"2026-04-30","306109-416K","X003VVNLEX","B087632ZS3","VIVOSUN 4 Inch 16 Feet Black Non-Insulated Flex Air Aluminum Ducting for HVAC Ventilation w/Two 4 Inch Stainless Steel Clamps","New","44","0","51","0","0","0","0","CAD","3","20","38","89","","24.99","0.0","24.99","0.0","NoExcessInventory","156","0.0","0","0","0.0","2.99","0.186553","cubic feet","Standard","8.208332","CA","gl_home_improvement","1475","179","0","29","21","24.99","72.47","476.55","908.62","2113.26","51","0","0","0","0","28.71","104","0","104","0","8","1","","","","","","","","","","","","","","","16.5","66","2026-10-11","2026-04-27","Yes","No","15.1","16.5","2026-04-27","156","8","0","0","179","N","","",""
"2026-04-30","L000001-25K","X002AUPM61","B01MZ72PAH","VIVOSUN 6 Mil Mylar Film Roll 4 FT X 25 FT Diamond Film Foil Roll Highly Reflective Grow Room (25 FT)","New","54","0","57","4","0","0","0","CAD","1","8","16","24","","56.99","0.0","56.99","0.0","NoRestockExcessActionRequired","60","0.0","0","0","0.0","0.62","0.214572","cubic feet","Oversize","11.586888","CA","gl_lawn_and_garden","16644","243","0","54","58","54.14","54.14","432.12","875.14","1311.11","32","24","1","0","0","8.72","54","54","0","0","6","0","","","","","","","","","","","","","","","170.9","18","2026-12-21","2026-04-27","Yes","No","170.9","133.0","2026-04-27","114","6","0","0","366","N","","",""
"2026-04-30","332566K","X002B5JSUL","B07FJV5MWP","VIVOSUN 1600 GPH Submersible Water Pump, 100W Pond Pump, Ultra Quiet Aquarium Pump with 14FT. Lift Height for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","New","92","0","147","0","0","0","0","CAD","46","119","147","162","","84.99","0.0","64.59","52.96","NoRestockExcessActionRequired","229","0.0","0","0","0.0","1.27","0.391589","cubic feet","Standard","36.026188","CA","gl_home_improvement","699","80","0","5","14","64.59","2971.14","8006.64","10103.86","11207.21","52","95","0","0","0","78.33","84","28","20","36","88","1","","","","","","","","","","","","","","","83.3","66","2026-07-05","2026-04-27","No","No","52.9","83.3","2026-04-27","257","81","3","4","113","N","","",""
"2026-04-30","304113-44K","X00167E9EP","B01731MNJE","VIVOSUN 4x4 Grow Tent, 48""x48""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300","New","6","0","21","0","0","0","0","CAD","7","48","116","168","","185.99","0.0","161.99","0.0","NoRestockExcessActionRequired","6","0.0","0","0","0.0","4.25","1.730807","cubic feet","Oversize","10.384842","CA","gl_lawn_and_garden","1818","20","0","13","12","161.99","1133.93","8216.52","20068.34","28527.82","18","3","0","0","0","1.9","155","135","0","20","2","1","","","","","","","","","","","","","","","20.4","96","2026-05-06","2026-04-27","Yes","No","11.3","20.4","2026-04-27","161","0","1","1","134","N","","",""
"2026-04-30","304113-3018K","X001YRXWJZ","B079DM1WCW","VIVOSUN 30""x18""x36"" Grow Tent, High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS1000","New","45","0","50","0","0","0","0","CAD","5","20","37","45","","113.99","0.0","89.09","0.0","NoRestockExcessActionRequired","50","0.0","0","0","0.0","1.2","0.815769","cubic feet","Oversize","36.709605","CA","gl_lawn_and_garden","1818","160","0","11","15","89.09","445.45","1893.95","3610.29","4492.21","10","40","0","0","0","25.7","10","0","0","10","8","0","","","","","","","","","","","","","","","95.6","27","2026-09-21","2026-04-27","Yes","No","95.6","84.0","2026-04-27","60","5","3","0","168","N","","",""
"2026-04-30","304113-P448K","X003Y9ACN5","B0CGHFFR4R","VIVOSUN P448 48""×48""×80"" PRO Grow Tent, with Thick 1 inch Poles, Strengthened High Reflective Mylar Oxford Fabric, Extra Hanging Bars & High CFM Kit for Hydroponics Indoor Plant for AeroLight A200SE×2","New","18","0","20","0","0","0","0","CAD","0","3","11","19","Low conversion","259.99","0.0","259.99","0.0","NoExcessInventory","19","0.0","0","0","0.0","1.77","2.724251","cubic feet","Oversize","49.036518","CA","gl_home","28600","204","0","57","29","259.99","0.0","623.97","2391.89","4055.81","10","10","0","0","0","34.66","25","15","0","10","2","0","","","","","","","","","","","","","","","121.0","12","2026-11-10","2026-04-27","Yes","No","121.0","38.4","2026-04-27","44","1","1","0","303","N","","",""
"2026-04-30","332022K","X002HCQY8H","B07VK1LVKX","VIVOSUN 30X 60X Illuminated Jewelers Loupe Foldable Magnifier with LED Light for Jewelry Gems Watches Coins Stamps Antiques Black","New","212","0","201","19","0","0","0","CAD","9","38","72","99","","14.99","0.0","14.99","0.0","NoRestockExcessActionRequired","216","0.0","0","0","0.0","0.57","0.00887","cubic feet","Standard","1.88044","CA","gl_home","3857","156","0","29","37","14.24","128.91","553.12","1020.98","1316.51","1","200","0","0","0","1.76","70","50","20","0","5","0","","","","","","","","","","","","","","","186.2","60","2026-09-19","2026-04-27","Yes","No","155.7","186.2","2026-04-27","286","4","0","1","208","N","","",""
"2026-04-30","AP-25K","X003FGV0TR","B0BG2HJRGB","VIVOSUN Commercial Air Pump 634GPH, 25W, 40L/min 6 Outlet for Aquarium and Hydroponic Systems","New","19","0","46","0","0","0","0","CAD","38","38","87","118","","45.99","0.0","41.39","0.0","NoExcessInventory","166","0.0","0","0","0.0","5.33","0.088882","cubic feet","Standard","1.688758","CA","gl_pet_products","2474","117","0","17","17","41.39","1687.82","1687.82","3803.33","5164.62","46","0","0","0","0","14.64","144","0","128","16","31","1","","","","","","","","","","","","","","","","108","2026-08-11","","","","","5.1","2026-04-27","182","19","6","6","125","N","","",""
"2026-04-30","306201PVC-4K","X002OWDD4N","B07SHB2WF9","VIVOSUN Inline Fan 4 Inch 190 CFM with Speed Controller, 4 Inch Carbon Filter and 8 Feet Channels, Temperature Humidity Monitor for Grow Tent Ventilation","New","5","0","0","8","0","0","0","CAD","3","10","17","24","","149.99","0.0","149.99","119.8","GoToRestock","5","0.0","0","0","0.0","1.14","1.758431","cubic feet","Oversize","8.792155","CA","gl_kitchen","30411","13","0","2","2","149.99","449.97","1497.9","2547.83","3597.76","0","0","0","0","0","3.6","0","0","0","0","2","0","","","","","","","","","","","","","","","86.2","23","2026-04-30","2026-04-27","Yes","No","46.3","86.2","2026-04-27","5","0","2","0","19","N","","",""
